,service,description,url,phone,url_phone
797,New Eyes,"New Eyes for the Needy provides new prescription eyeglasses to financially struggling individuals across the U.S., impacting the lives of over 500,000 children and adults. Their mission includes purchasing and distributing eyewear, enhancing recipients' quality of life. New Eyes also launched Azimuth, a sustainable eyewear line where each purchase funds two pairs of glasses for those in need. The organization emphasizes the transformative power of clear vision, aiming to navigate individuals toward a better future. Donations of used jewelry are accepted to support their efforts and programs.",https://new-eyes.org/,,https://new-eyes.org/contact-us
798,New Focus Substance Abuse Program,"The New Focus Substance Abuse Program offers tailored support for individuals struggling with substance use disorders. It provides comprehensive assessment services, individualized treatment plans, and evidence-based counseling. The program emphasizes holistic healing through group therapy, educational workshops, and relapse prevention strategies. Additionally, it helps connect participants with community resources and support systems to foster long-term recovery. Through the 988 Lifeline Pre-Chat Survey, users can initiate discussions regarding their substance use concerns and receive immediate guidance on available services.",https://988lifeline.org/chat,,https://988lifeline.org/chat
799,New Focus Substance Abuse Program (Buddies of New Jersey),"The New Focus Substance Abuse Program, part of Buddies of New Jersey, offers comprehensive outpatient substance abuse treatment, including individual counseling, case management, and supportive services for both HIV-positive and negative clients in Bergen/Passaic County. The program utilizes evidence-based modalities like CBT and DBT alongside the 12-step model, structured in a six-month treatment course with three weekly group sessions. Services include addiction recovery goals, skill enhancement, and relapse trigger identification, providing a robust framework for clients seeking recovery and support.",https://www.njbuddies.org/what-we-do/new-focus-substance-abuse-program/,2014892900,https://www.njbuddies.org/what-we-do/new-focus-substance-abuse-program/
800,New Hope Community Ministries,"New Hope Community Ministries, located in Prospect Park, NJ, offers comprehensive support aimed at breaking cycles of poverty. Their mental health program provides professional counseling and emotional support, integrated with services such as ESL classes and community group activities for women, children, and teens. New Hope also runs a food pantry, which supplies five extra meals monthly to over 500 individuals, and hosts initiatives like a low-cost Christmas Market and a Back-to-School Supply Depot. Their mission emphasizes material, spiritual, and emotional support as essential to building a thriving community.",https://www.newhopecmnj.org/,9739424059,https://www.newhopecmnj.org/
801,New Jersey 211,"NJ 211 is New Jersey's comprehensive information and referral organization, providing valuable assistance for residents navigating life's challenges. Offering 24/7 support, it connects individuals to essential services such as housing, food assistance, healthcare, mental health resources, and disaster support via phone, chat, text, and web. Key services include mental health crisis lines, community clinics, domestic violence hotlines, and substance use disorder support. NJ 211 prioritizes compassionate, human-centered assistance while leveraging technology to ensure easy access to vital resources that empower communities and enhance well-being.",https://nj211.org/,,https://nj211.org/
802,New Jersey Citizen Action,"New Jersey Citizen Action (NJCA) is a grassroots organization dedicated to advancing social, racial, and economic justice for all New Jerseyans. They offer various free services, including tax preparation, financial coaching, housing counseling, and healthcare enrollment assistance, aimed at supporting low- and moderate-income individuals. NJCA engages in political advocacy, community empowerment, and educational programs, addressing systemic issues while providing vital resources. Their initiatives encompass workplace justice, consumer protection, and civic engagement, fostering a coalition of empowered advocates striving for meaningful change in their communities.",https://www.njcitizenaction.org/,9736438800,https://www.njcitizenaction.org/contact
803,New Jersey Coalition Against Sexual Assault,"The New Jersey Coalition Against Sexual Assault (NJCASA) is an advocacy organization that represents 30 sexual violence organizations statewide, dedicated to supporting survivors of sexual violence. NJCASA offers resources for medical, legal, and emotional assistance, and works to promote the compassionate treatment of survivors. They provide access to local support services, educational programs on prevention, and information about legal rights and options. NJCASA prioritizes inclusivity, ensuring that all survivors, especially those from marginalized communities, receive the empowering care and advocacy they need to heal and reclaim their lives.",https://njcasa.org/,6096314450,https://njcasa.org/
804,New Jersey Community Development,"New Jersey Community Development Corporation (NJCDC) is dedicated to revitalizing Paterson through comprehensive initiatives in education, youth development, affordable housing, and community building. Celebrating 30 years of service, NJCDC offers a Neighborhood Help Center for free lead inspections, housing support, and other financial resources. The organization actively engages in community events, such as the Martin Luther King, Jr. Youth Recognition Awards, to honor local service and leadership. With a focus on addressing socioeconomic challenges, NJCDC aims to transform lives by providing vital support to over 4,000 children and families daily.",https://www.njcdc.org/,9734131600,https://www.njcdc.org/
805,New Jersey Disaster Helpline,"The New Jersey Disaster Helpline, established in response to September 11, offers critical mental health support during disasters and significant community incidents. Managed by the Division of Mental Health and Addiction Services, the helpline provides information and access to mental health services for individuals affected by various crises. Operating from 8 AM to 8 PM, it ensures language accessibility to cater to diverse populations, helping connect residents with necessary resources and guidance during challenging times.",https://www.nj.gov/humanservices/dmhas/home/disaster/helpline/,877294HELP,https://www.nj.gov/humanservices/dmhas/home/disaster/helpline/
806,New Jersey Division of Disability Services,"The New Jersey Division of Disability Services (DDS) is dedicated to promoting access, equity, and inclusion for residents with disabilities. It offers various programs, including personal assistance services, the Traumatic Brain Injury Fund, and the Inclusive Healthy Communities Grant Program. DDS provides comprehensive information and referral services through certified representatives, facilitating connections to resources such as employment support, transportation, housing, and financial assistance. Additionally, the division focuses on health and wellness initiatives for individuals with disabilities and their support networks, ensuring robust community engagement and innovative solutions.",https://www.nj.gov/humanservices/dds/,18882853036,https://www.nj.gov/humanservices/dds/
807,New Jersey Housing Resource Center,"The New Jersey Housing Resource Center provides vital support for individuals seeking housing in New Jersey, focusing on affordable options for various demographics, including low-income families, the elderly, and persons with disabilities. Services include listings for rentals, homes for sale, and temporary housing, alongside resources for rental assistance, discrimination protections, and eviction prevention. The site also features comprehensive guidance on foreclosure mediation and connects users with certified housing counselors for further assistance. With a mission to ensure accessible housing for all, the NJHRC facilitates both the search for and listing of affordable housing units.",https://www.nj.gov/njhrc/,18774288844,https://www.nj.gov/njhrc/
808,New Jersey Housing Resource Center (NJHRC),"The New Jersey Housing Resource Center (NJHRC) is a vital state resource designed to assist individuals in finding suitable housing in New Jersey. It offers tools for searching various housing options, including rentals, for-sale properties, and accessible units. NJHRC also provides essential services such as rental assistance, eviction prevention, and support for those facing homelessness. Additionally, it promotes affordable housing opportunities, ensuring compliance with the Fair Housing Act. The platform allows property owners and developers to list housing units and connect with potential tenants, fostering a comprehensive housing support network across the state.",https://www.nj.gov/njhrc/,18774288844,https://www.nj.gov/njhrc/
809,New Jersey Reentry Corporation,"The New Jersey Reentry Corporation (NJRC) is a non-profit agency dedicated to helping individuals returning from incarceration, addiction treatment, or military service reintegrate into society. NJRC offers comprehensive services, including addiction treatment, medical and psychiatric care, employment training, and legal assistance for restoring vital documents and record expungement. Programs such as the Governor's Reentry Training and Employment Center provide accredited job training, while veteran-focused initiatives address specific needs. Multiple community locations enhance accessibility, aiming to empower clients by removing barriers to employment and fostering successful reintegration.",https://njreentry.org/,18774288844,https://njreentry.org/locations/
810,New Jersey Self-Help Group Clearinghouse,"The New Jersey Self-Help Group Clearinghouse, a service of the Mental Health Association in New Jersey, provides support for self-help groups statewide. It offers free workshops on starting and operating such groups, including tailored presentations for various audiences. Key workshops include ""An Overview of the NJ Self-Help Group Clearinghouse"" and ""The Art of Peer Facilitation,"" focusing on leadership skills and fostering supportive environments. The Clearinghouse lists self-help groups that emphasize member control and mutual aid, aiming to educate the public and encourage peer support throughout New Jersey.",https://www.njgroups.org/,8003676274,https://www.njgroups.org/
811,New Jersey State Health Assessment Data,"The New Jersey State Health Assessment Data (NJSHAD) provides comprehensive access to public health datasets and statistics on the health status of New Jersey residents. It includes over 200 health indicators presented through reports, customizable graphs, and community profiles by county or demographic group. Key topics cover vital events, life expectancy, and behavioral risk factors. Additional resources link users to other data sources and partner organizations, making NJSHAD a vital tool for understanding and addressing public health challenges in the state.",https://www.nj.gov/health/chs/njshad/,,https://www.nj.gov/health/chs/njshad/
812,New Jersey Unemployment Insurance Program,"The New Jersey Unemployment Insurance Program provides financial assistance to eligible workers who lose their jobs. It offers online tools for filing claims, certifying weekly benefits, and checking claim status. Additionally, the program includes resources for special cases like victims of domestic violence and offers training and education opportunities for jobseekers. The Division of Unemployment Insurance also aids in navigating rights and responsibilities, benefit extensions, and appeals for denied claims. Support extends to additional resources for food, housing, and childcare, ensuring comprehensive assistance for unemployed individuals.",https://myunemployment.nj.gov/,8566143801,https://myunemployment.nj.gov/help/contact-us/
813,New Jersey WIC,"The New Jersey WIC (Women, Infants, and Children) program provides essential nutritional support to income-eligible women during pregnancy, postpartum, and to children up to five years old. It offers wholesome food, nutrition education, and community resources to promote healthy eating and breastfeeding. Participants can access benefits through the WIC Shopper app, locate approved stores, and utilize funds at farmers' markets for fresh produce. The program also coordinates breastfeeding support efforts and engages healthcare providers to improve maternal and child health outcomes. Non-discrimination policies ensure equitable access to services for all participants.",https://www.nj.gov/health/fhs/wic/,9737337604,https://www.nj.gov/health/fhs/wic/participants/find-wic
814,New Life Recovery,"New Life Recovery Center in Montville, NJ, offers personalized outpatient behavioral health treatment for substance use disorders. Services include Intensive Outpatient Programs (IOP) and Adolescent Outpatient Programs, focusing on group and individual therapy. Their compassionate, certified staff provides evidence-based approaches such as cognitive behavioral therapy and motivational interviewing. Emphasizing confidentiality, dignity, and respect, New Life Recovery supports individuals and families through challenging times. They also provide referrals for higher-level care, ensuring customized treatment plans tailored to each client's needs. Most insurances, including Medicaid, are accepted, making recovery accessible and supportive.",https://newliferecoverycenter.net/,9737287788,https://www.yelp.com/biz/new-life-recovery-center-montville
815,New Light Baptist Church Food Pantry,"New Light Baptist Church Food Pantry offers essential nutritional support to individuals and families in need. This resource provides free food assistance, prioritizing community well-being and combating food insecurity. The pantry relies on donations and volunteers to operate effectively and encourages community involvement through volunteering and sharing resources. By offering a welcoming environment, it aims to uplift those facing hardships, ensuring that everyone has access to healthy food options.",https://www.foodhelpline.org/directory/resources/ckx12jp4r02163nxnrxh3r5w9,9733385888,https://www.foodhelpline.org/directory/resources/ckx12jp4r02163nxnrxh3r5w9
816,New Start Consignments,"New Start Consignments is a community-oriented, accredited consignment store located in Somerville, NJ, offering a curated selection of affordable fashion and accessories for men and women. Established in 1993, this award-winning store features a diverse inventory that includes casual clothing, shoes, handbags, and a variety of jewelry, with items frequently updated for a fresh shopping experience. Operating mainly Wednesday through Saturday, New Start has become a local destination for those seeking stylish and affordable attire.",https://www.newstartconsignments.com/,9082954504,https://www.newstartconsignments.com/
817,NewBridge Enrich Horticultural Therapy,"NewBridge Enrich Horticultural Therapy Program offers innovative therapeutic gardening experiences designed to support mental health and wellness. This program serves individuals across Morris, Sussex, and Passaic Counties, utilizing horticulture to promote emotional healing and personal growth. Enrich provides counseling and psychiatric services alongside various support programs, targeting youth and adults alike. Participants engage in hands-on gardening activities that foster stress relief, and coping skills while enhancing social connections. The program complements other NewBridge services, ensuring comprehensive support for those facing mental health challenges and addiction recovery.",https://newbridge.org/enrich-horticultural-therapy-program-2/,,https://www.findhelp.org/newbridge--parsippany-troy-hills-nj--newbridge-enrich-horticultural-therapy-program/5093869273219072?postal=07930
818,NewBridge Jobs Plus,"NewBridge Jobs Plus is an innovative program in Morris County, NJ, designed for young adults aged 16-24 who have dropped out of high school. This free resource offers personalized support, including State of New Jersey high school diploma preparation, pre-employment training, life skills development, and career coaching. With a focus on one-on-one educational assistance, participants can build confidence while receiving job search support, résumé writing guidance, and free transportation within the county. The program has a proven track record, with 90% of students earning a diploma and 85% pursuing higher education or employment opportunities.",https://newbridge.org/services-for-children/education-and-career-assistance/,,https://newbridge.org/services-for-children/education-and-career-assistance/
819,newton ambulance,"The Newton First Aid Squad, established in 1957, serves as Sussex County's busiest EMS agency, responding to over 2,300 medical emergencies annually with an impressive 98.6% response rate. They provide evidence-based emergency medical services, education programs for members, and free car seat inspections monthly. Supporting local events with on-site EMS is part of their community commitment, alongside hall rentals for events. The squad welcomes volunteers from all backgrounds, offering training at no cost for adults, teens in a Cadet Corps, and auxiliary support for non-medical functions, fostering community engagement and preparedness.",http://www.newtonfirstaidsquad.org/,9733833377,https://newtontownhall.com/74/First-Aid-Squad
820,Newton Medical Center,"Newton Medical Center, part of Atlantic Health System, provides comprehensive healthcare services in Newton, NJ. With a focus on personalized care, it offers primary, urgent, and emergency medical services, as well as lab, imaging, rehabilitation, and physical therapy. The facility prioritizes integrated and patient-centered care, ensuring accessibility through over 550 locations across New Jersey. The hospital also launched the innovative ARRIVE Together Program, aimed at enhancing mental health crisis responses. Patients benefit from MyChart, which allows them to manage appointments, access medical records, and communicate with their care team seamlessly.",https://www.atlantichealth.org/locations/newton-medical-center,9733832121,https://www.atlantichealth.org/locations/newton-medical-center
821,Newton Police Department,"The Newton Police Department, located in Sussex County, NJ, is dedicated to safeguarding public safety through equitable law enforcement. They offer various programs including the C.L.E.A.R. initiative for drug addiction support, Project Medicine Drop for safe medication disposal, and community engagement events like Coffee with a Cop. Their Victim Services and crime prevention programs aim to enhance community well-being. The department prioritizes accountability and integrity, utilizing body-worn cameras to strengthen public trust. Residents can register for emergency alerts and submit anonymous crime tips for improved community safety.",https://newtonpolice.org/,9733832525,https://newtonpolice.org/contact-us/
822,Newton Theatre,"The Newton Theatre, part of the Skylands Performing Arts Center, is a non-profit venue dedicated to educating, entertaining, and inspiring diverse audiences. Located in Newton, NJ, it offers a wide range of events including concerts, comedy shows, and educational programs. The center emphasizes community involvement through membership, donations, and volunteer opportunities. Additionally, the ""NEWT Cares"" initiative supports local mental health efforts by fostering a welcoming environment for all. Visitors can enjoy health and safety measures while experiencing a variety of cultural programs.",https://skypac.org/,9739406398,https://skypac.org/contact-us/
823,NEXT Distro Harm Reduction Coalition,"NEXT Distro Harm Reduction Coalition provides essential resources for individuals who use drugs in New Jersey, including naloxone and fentanyl test strips available through discreet mail requests. The coalition promotes harm reduction through syringe access programs, overdose response training, and social support. Additionally, it collaborates with local organizations to enhance health services, emphasizing safe practices for drug users. Their commitment to racial equity and public health is illustrated through a variety of programs aimed at reducing stigma and promoting safety. Education and community organization are central to their mission of protecting and dignifying the lives of those affected by substance use.",https://nextdistro.org/newjersey,18774NARCAN,https://njharmreduction.org/
824,Nicotine and Tobacco Recovery Program,"The Nicotine and Tobacco Recovery Program at RWJBarnabas Health aids individuals in quitting smoking or vaping through evidence-based strategies. The program, part of the Institute for Prevention and Recovery, offers free, structured support, including one-on-one and group sessions, and nicotine replacement therapy. Certified Tobacco Treatment Specialists provide personalized guidance, helping participants establish a quit date and manage withdrawal symptoms. The program is available across several New Jersey counties, ensuring broad access to vital resources for anyone struggling with nicotine addiction. Smoking cessation significantly reduces health risks and enhances overall wellbeing.",https://www.rwjbh.org/treatment-care/institute-for-prevention-and-recovery/programs/nicotine-and-tobacco-recovery-program/,,https://988lifeline.org/chat
825,"Nina Jacobson, MD","Dr. Nina S. Jacobson, MD, specializes in urogynecology and is based in Neptune, NJ. She provides comprehensive care for women’s pelvic health issues. Dr. Jacobson's approach emphasizes communication, ensuring patients feel comfortable and informed about their treatment options. She is affiliated with Hackensack Meridian Medical Group and is known for her compassionate and thorough care, as reflected in her high patient satisfaction ratings. Dr. Jacobson accepts various insurance plans, including Medicare and Aetna, and is accepting new patients. Her office is located at HMH - Urogynecology, 19 Davis Avenue, Floor 7, Neptune, NJ.",https://doctors.hackensackmeridianhealth.org/provider/nina-s-jacobson/1317810,7327763797,https://doctors.hackensackmeridianhealth.org/provider/nina-s-jacobson/1317810
826,NJ Addiction Services Hotline,"The NJ Addiction Services Hotline offers confidential support for individuals struggling with substance use issues. It connects callers to trained professionals who can provide crisis intervention, information on treatment options, and referrals to local services. The hotline emphasizes a holistic approach, addressing both the immediate needs and long-term recovery strategies. Users can access the 988 Lifeline Pre-Chat Survey to identify specific support requirements, ensuring tailored assistance for each individual. Comprehensive resources foster a supportive environment for recovery and well-being.",https://988lifeline.org/chat,8002738255,https://988lifeline.org/chat
827,NJ Citizen Action,"New Jersey Citizen Action (NJCA) is a grassroots organization dedicated to advancing social, racial, and economic justice through advocacy and community empowerment. NJCA offers free services for low- and moderate-income individuals, including financial coaching, tax preparation, housing counseling, and health care enrollment assistance. By combining political advocacy with hands-on support, NJCA addresses systemic issues while empowering residents to take control of their economic futures. The organization also conducts events and workshops focused on consumer protection and workplace justice, fostering community advocacy and engagement across the state.",https://www.njcitizenaction.org/,9736438800,https://www.njcitizenaction.org/contact
828,NJ Citizen Action Oil Group,"The New Jersey Citizen Action Oil Group (NJCAOG), founded in 1983, is a collective of New Jersey heating oil consumers that leverage their collective bargaining power to secure discounted heating oil prices. By pooling resources, members save costs without compromising on reliability. NJCAOG serves as an advocate and information source for oil consumers, offering services such as membership benefits, assistance with contracts and insurance, efficiency tips, and localized pricing tools. They emphasize community engagement and provide resources to navigate the oil market effectively, ensuring members can combat high heating costs.",https://www.njcaoilgroup.com/,18004648465,https://www.njcaoilgroup.com/
829,NJ clean energy,"New Jersey's Clean Energy Program (NJCEP) aims to promote energy efficiency, electric vehicles, and renewable energy throughout the state. Key features include a comprehensive resource library, tailored programs for various stakeholders, and a Clean Energy Learning Center. NJCEP also offers grant opportunities, policy updates, and stakeholder meetings to engage the community. The program supports New Jersey’s Energy Master Plan and encourages participation through newsletters and a listserv. Additionally, the website provides FAQs and public reports to enhance understanding and access to clean energy initiatives.",https://njcleanenergy.com/,,https://njcleanenergy.com/
830,NJ Connect,"NJ Connect is a New Jersey resource that links families—including parents, teens, and grandparents—with vital health and social services. It addresses diverse needs such as mental health, child development, domestic violence support, healthcare access, food assistance, employment help, and community resources. Families can submit their information for personalized assistance, ensuring they receive the appropriate services available in their locality. This initiative aims to support families during various life stages, including prenatal and postpartum care, while fostering overall community health and well-being.",https://connecting.nj.gov/,8556523737,https://www.njconnectforrecovery.org/
831,NJ Connect for recovery,"NJ Connect for Recovery is a comprehensive resource offering support for individuals facing substance use and mental health challenges. It provides a pre-chat survey as part of the 988 Lifeline initiative, allowing users to assess their needs before connecting to trained counselors. Services include confidential emotional support, crisis intervention, and guidance for accessing additional recovery resources. The platform emphasizes a collaborative approach, ensuring users receive tailored support to navigate their recovery journey effectively, while fostering a sense of community and understanding among peers experiencing similar struggles.",https://988lifeline.org/chat,988,https://988lifeline.org/chat
832,NJ Coronavirus Call Center #1,"The NJ Coronavirus Call Center, operational until March 28, 2024, facilitated COVID-19 vaccination efforts, scheduling over 170,000 appointments and conducting nearly 40.9 million outreach calls. It provided multilingual support and targeted outreach, including to vulnerable populations like seniors and homebound individuals. Following its closure, inquiries are directed to the national COVID-19 Vaccine Hotline, while information on vaccinations remains accessible through various state and national resources. The center played a crucial role in disseminating vaccine eligibility information and ensuring public access to vaccinations throughout New Jersey during the pandemic.",https://www.nj.gov/health/news/2024/approved/20240321a.shtml,,https://www.njlm.org/DocumentCenter/View/8356/New-Jersey-Expands-COVID-211
833,NJ Coronavirus Call Center #2,"The NJ Coronavirus Call Center #2 provides essential support and information related to COVID-19. It serves as a resource for residents seeking guidance, answering inquiries about the virus, testing locations, vaccination information, and health guidelines. Their services are designed to help individuals navigate concerns surrounding the pandemic, ensuring access to reliable information and assistance. This center plays a crucial role in public health by facilitating communication and addressing the community's evolving needs during the crisis.",https://www.njlm.org/DocumentCenter/View/8356/New-Jersey-Expands-COVID-211,,https://www.njlm.org/DocumentCenter/View/8356/New-Jersey-Expands-COVID-211
834,NJ Department of Community Affairs,"The New Jersey Department of Community Affairs (DCA) provides essential support services focused on housing, disaster recovery, and energy assistance. Key offerings include programs for housing affordability, energy bill aid through LIHEAP, and support for disaster recovery initiatives. They also manage local government services and foster community revitalization efforts. The DCA aims to protect residents' rights, including housing discrimination protections, and offers resources for homelessness assistance and tenant-landlord queries. Additionally, their DCAid initiative helps individuals assess their eligibility for various New Jersey assistance programs.",https://www.nj.gov/dca/,6093760802,https://www.nj.gov/dca/about/contact/
835,NJ Dept of Children and Families,"The New Jersey Department of Children and Families (DCF) offers a comprehensive range of services aimed at supporting children, families, and women. Key initiatives include child protection, family and community partnerships, and the Children's System of Care. DCF promotes advocacy, resilience, and diversity while providing resources such as hotlines for reporting abuse and neglect, and programs like NJ FamilyCare for all children, regardless of immigration status. The department also focuses on training, professional development, and strategic development to enhance service delivery and community support across New Jersey.",https://www.nj.gov/dcf/,18554636323,https://www.nj.gov/dcf/contact/
836,NJ Division of Addiction Services (DMHAS),"The NJ Division of Addiction Services (DMHAS) offers comprehensive support for individuals facing substance use disorders and mental health challenges. Key services include crisis intervention through the 988 Lifeline, facilitating a pre-chat survey for tailored assistance. DMHAS provides access to treatment facilities, recovery support services, and educational resources. They prioritize prevention and early intervention strategies, aiming to enhance the well-being of those affected by addiction and mental health issues. Their initiatives emphasize community involvement and collaboration with local organizations to foster recovery and resilience.",https://988lifeline.org/chat,,https://988lifeline.org/chat
837,NJ Division of Mental Health Services DMHAS),"The New Jersey Division of Mental Health and Addiction Services (DMHAS) serves as the state authority for substance use and mental health, providing comprehensive community-based behavioral health services. DMHAS oversees a spectrum of programs including substance use prevention, emergency screening, outpatient and intensive outpatient care, medication-assisted treatment, and both short and long-term residential services. It also implements evidence-based practices such as the Program for Assertive Community Treatment (PACT), supportive housing, and employment initiatives. Additionally, DMHAS coordinates various initiatives and resources aimed at enhancing mental health awareness and addressing gambling disorders.",https://www.nj.gov/humanservices/dmhas/home/,,https://www.nj.gov/humanservices/dmhas/home/
838,"NJ FamilyCare Aged, Blind, Disabled (ABD) Programs","The NJ FamilyCare Aged, Blind, Disabled (ABD) Programs offer health care services for individuals facing challenges due to aging, blindness, or disability. These programs provide necessary supports in both community settings and long-term care facilities. Eligibility is determined through an application process that considers financial status, including spouses or parents. Applicants can complete a standard application without needing an in-person interview. Additional forms may be required depending on individual circumstances. There are resources available in multiple languages to assist users through the application process and ensure access to comprehensive care.",https://www.nj.gov/humanservices/dmahs/clients/medicaid/abd/,18003561561,https://www.nj.gov/humanservices/dmahs/clients/medicaid/abd/
839,NJ Helps,"NJ Helps is a comprehensive resource for New Jersey residents seeking assistance with food, cash, and health insurance. It provides eligibility screenings for programs like SNAP (Supplemental Nutrition Assistance Program) for food aid, Work First New Jersey (WFNJ) for cash assistance including TANF and GA, and NJ FamilyCare/Medicaid for affordable health coverage. The screening process takes 5-10 minutes, and applications require 20-45 minutes, requiring detailed income and personal information. NJ Helps aims to connect individuals and families with essential support services to improve their well-being.",https://www.njhelps.gov/,,https://www.njhelps.gov/
840,NJ Hope Line,"NJ Hope Line offers mental health support through a 24/7 helpline dedicated to assisting individuals in crisis. The service provides emotional support, crisis intervention, and mental health resources tailored to New Jersey residents. Users can access a pre-chat survey via the 988 Lifeline, ensuring personalized assistance. NJ Hope Line emphasizes confidentiality and supports individuals facing various challenges, including anxiety, depression, and feelings of hopelessness, fostering mental wellness through compassionate care and guidance.",https://chat.988lifeline.org/,,https://chat.988lifeline.org/
841,NJ Hope line (24/7 phone support),"The NJ Hope Line offers 24/7 phone support for individuals in crisis, providing compassionate assistance and mental health resources. The service connects callers to trained counselors who deliver empathetic listening, crisis intervention, and guidance for coping strategies. It serves as a confidential space for discussing emotional distress, suicidal thoughts, or life challenges. Additionally, the Hope Line collaborates with local mental health services to facilitate ongoing support and follow-up care, ensuring individuals receive the help they need for recovery and well-being.",https://chat.988lifeline.org/,8002738255,https://chat.988lifeline.org/
842,NJ Housing Resource Center,"The New Jersey Housing Resource Center (NJHRC) serves as a vital platform for individuals seeking housing in the state. It offers access to various housing options, including rentals and properties for sale, with features for accessibility. NJHRC provides resources for protection against discrimination, rental assistance, and eviction prevention services. The center aids users in locating rental units and availing housing counseling to prevent foreclosure. Emphasizing affordable housing, it supports low to moderate-income families, the elderly, and individuals with disabilities in finding safe and suitable living situations across New Jersey.",https://www.nj.gov/njhrc/,18774288844,https://www.nj.gov/njhrc/
843,NJ IME Addictions Access Center (24/7),"The NJ IME Addictions Access Center offers 24/7 support for individuals seeking help with substance use disorders. This resource provides a comprehensive range of services, including crisis intervention, assessment, and referral to treatment programs. It facilitates access to mental health professionals and various support services, ensuring individuals receive appropriate care tailored to their needs. The center also features the 988 Lifeline Pre-Chat Survey, which allows individuals to connect to trained counselors and assess their situations effectively, enhancing the support experience.",https://988lifeline.org/chat,,https://988lifeline.org/chat
844,NJ MentalHealth Cares,"NJ MentalHealth Cares is New Jersey's behavioral health information and referral service, offering emotional support, guidance, and connections to various mental health services such as legal, housing, and rehabilitation. Available daily from 8 A.M. to 8 P.M., trained professionals provide assistance via phone or email, ensuring language preferences are accommodated. The service includes a database of public mental health options, peer recovery support for families concerned about substance use, and resources for coping with COVID-19. Note that crisis intervention is not provided; for emergencies, individuals should contact appropriate crisis services directly.",https://www.mhanj.org/new-jersey-mental-health-cares/,8662024357,https://www.mhanj.org/new-jersey-mental-health-cares/
845,NJ Pediatric & Family Nutrition LLC,"NJ Pediatric & Family Nutrition LLC specializes in nutrition counseling for children and families. They offer personalized nutrition assessments, meal planning, and support for various health concerns such as obesity, allergies, and digestive issues. Their team emphasizes evidence-based approaches to cultivate healthy eating habits while addressing individual dietary needs. They also provide educational workshops and resources aimed at promoting overall wellness and nutritional literacy within families. With a focus on creating a supportive and understanding environment, NJ Pediatric & Family Nutrition LLC aims to empower families to achieve their health goals together.",https://www.facebook.com/aberezrd/,,https://www.facebook.com/aberezrd/
846,NJ Poison Control Center and COVID Hotline (24/7),"The NJ Poison Control Center, part of Rutgers Health, offers 24/7 assistance for poison exposure and related emergencies. It provides resources on poisons, medications, recreational drugs, and environmental hazards. The center features educational programs for community outreach, dedicated resources for healthcare professionals, and toxicology research. It also addresses COVID-19 concerns, including testing information and health alerts. Multilingual support is available to ensure comprehensive assistance for all callers.",https://www.njpies.org/,18002221222,https://www.njpies.org/
847,NJ Promise,"NJ Promise is an early intervention clinic for individuals aged 12-25 experiencing concerning changes in thoughts, feelings, or behaviors. It aims to identify and support those at risk for serious mental health issues, such as psychosis, through comprehensive treatment options including psycho-education, cognitive behavioral therapy, and family support. The program emphasizes early detection and management to improve outcomes, addressing symptoms like social withdrawal, mood disturbances, and cognitive challenges. Services are available across several New Jersey counties and cater to various insurance plans, with a sliding scale fee for those uninsured.",http://www.hesaa.org/Pages/NJCollegePromise.aspx,7322352868,https://ubhc.rutgers.edu/clinical/outpatient/psychosis-spectrum-services/nj-promise/clinical-high-risk-for-psychosis.xml
848,NJ Reentry Corporation,"The New Jersey Reentry Corporation (NJRC) is a non-profit organization dedicated to helping individuals reintegrate into society after incarceration or addiction treatment. NJRC provides comprehensive services, including addiction and mental health treatment, medical care, job training, legal assistance, and veteran-specific support. Core programs like the Governor's Reentry Training and Employment Center prepare individuals for sustained employment through accredited training. Additional resources include the Francine A. LeFrak Wellness Center and community outreach initiatives, all aimed at dismantling barriers to successful reentry and fostering personal empowerment. NJRC operates multiple locations throughout New Jersey.",https://njreentry.org/,,https://njreentry.org/locations/
849,NJ Reentry Program,"The New Jersey Reentry Corporation (NJRC) is a nonprofit dedicated to assisting individuals transitioning from incarceration, addiction treatment, or military service. NJRC provides comprehensive wraparound services including addiction and mental health treatment, medical and dental care, legal aid, case management, and job training through the Governor’s Reentry Training and Employment Center. Programs also include specialized support for veterans and women, aimed at empowering participants to overcome barriers and secure sustainable employment and stability in their lives. Locations span multiple counties, ensuring access to vital resources for reentry success.",https://njreentry.org/,,https://njreentry.org/locations/
850,NJ Transit - Access Link,"NJ Transit - Access Link is a paratransit service designed for individuals with disabilities in New Jersey. It provides door-to-door transportation, ensuring accessibility to public transit for those unable to use standard services. Access Link operates within designated service areas and requires prior registration to utilize. It is committed to supporting mobility and independence, connecting users to essential services, employment, and community activities, thereby enhancing overall quality of life for its participants.",https://accesslink.njtransit.com/,9734914224,https://www.njtransit.com/accessibility/access-link-ada-paratransit
851,NJ Transit Access Link,"NJ Transit Access Link offers on-demand, shared-ride transportation for individuals with disabilities who are unable to use standard public transit services. The service operates within a designated area and is designed to provide accessible transport for various activities, including work, education, and medical appointments. Riders must register in advance and can schedule trips through an online platform, ensuring convenience and efficiency for users with mobility challenges. Access Link prioritizes inclusivity, helping to empower individuals to access essential services independently.",https://accesslink.njtransit.com/,9734914224,https://www.njtransit.com/accessibility/access-link-ada-paratransit
