service,description,url,phone,url_phone,address,action
Jennifer Gorny,"Jennifer Gorny is a Licensed Clinical Social Worker (LCSW) based in Eatontown, NJ 07724, offering therapy services primarily through phone or video calls. While specific hours are not listed, she can be contacted at (848) 257-9697 or via email for inquiries. Jennifer specializes in treating anxiety, depression, and stress, and works with individuals, couples, and families. She accepts various insurance plans and offers a sliding scale for fees, ensuring accessibility. Sessions are personalized to the client's needs, and she employs various therapeutic approaches including CBT and DBT.",https://www.psychologytoday.com/us/therapists/jennifer-gorny-eatontown-nj/814935,8482579697,https://www.psychologytoday.com/us/therapists/jennifer-gorny-eatontown-nj/814935,"Eatontown, NJ 07724",Call Jennifer Gorny at (848) 257-9697 to schedule a session.
Jersey Hobby,"Jersey Hobby RC is located in Ringoes, NJ. The store specializes in remote control hobbies, including cars, drones, and accessories. Their hours of operation are typically Monday through Saturday, from 10 AM to 6 PM, and they are closed on Sundays. Customers may find a variety of products available for purchase, as well as knowledgeable staff who can assist with hobby-related questions. No specific requirements for visiting are mentioned, but enthusiasts of all levels are welcome to explore the store.",https://www.facebook.com/JerseyHobbyRC/,,https://cspnj.my.site.com/countydatabase/s/resource/a1S4N000006ncmSUAQ/jersey-hobby,"Ringoes, NJ",Visit the Jersey Hobby RC website to explore their products and services.
Jersey Assistance for Community Caregiving,"The Jersey Assistance for Community Caregiving (JACC) program is a state-funded initiative in New Jersey that provides in-home and community-based services to individuals aged 60 and older who meet nursing home level of care criteria. Participants must require assistance with at least three activities of daily living and must not be enrolled in Medicaid programs. Eligibility includes being a U.S. citizen or qualified alien, residing in New Jersey, having a monthly income under 365% of the Federal poverty level (approximately $4,760 for an individual), and having assets within specified limits. Services may include care management, homecare, adult day health services, transportation, and more, capped at $1,090 per month. There may be a co-pay based on income. Applications can be made through local Area Agencies on Aging (AAA) or Aging & Disability Resource Connection (ADRC) by calling 1-877-222-3737. The program aims to help individuals remain in their homes and enhance their independence.",https://www.nj.gov/humanservices/doas/services/a-k/jacc/,18772223737,https://www.nj.gov/humanservices/doas/services/a-k/jacc/,"222 South Warren Street  
PO Box 700  
Trenton, NJ 08625-0700",Contact your local Aging & Disability Resource Connection (ADRC) by calling 1-877-222-3737 to inquire about eligibility and apply for the Jersey Assistance for Community Caregiving (JACC) program.
Jewish Family & Children's Services of Northern New Jersey,,,,,,
Jewish Family Center,,,,,,
Jewish Family Services of Middlesex County (SHIP),,,,,,
Jewish Family Service of MetroWest NJ,"Jewish Family Service of MetroWest New Jersey is a mental health and social service agency located at 256 Columbia Turnpike, Suite 105, Florham Park, NJ 07932. They operate on weekdays, but specific hours are not provided. Services offered include counseling, support groups, community programming, financial support services, assistance for Holocaust survivors, and support for older adults and caregivers. Volunteers play a significant role in the organization, and various donation and sponsorship opportunities are available. For inquiries, contact them at (973) 765-9050 or via email at info@jfsmetrowest.org.",https://www.jfsmetrowest.org/,9737659050,https://www.jfsmetrowest.org/contact-us/,"256 Columbia Turnpike, Suite 105, Florham Park, NJ 07932",Donate today.
Jewish Family and Children Services of Ocean County,"Jewish Family & Children’s Service (JFCS), part of the Jewish Federation of Ocean County, is located at 1235A Rt. 70, Lakewood, NJ 08701. They offer a range of services including individual, group, family, and marital counseling, with a sliding-scale fee. JFCS provides specific support for Holocaust survivors, bereavement groups, caregiver support, and community resource referrals. Their office operates on weekdays, and appointments can be made by calling 732-363-8010. Volunteers are encouraged to engage with the community to support those in need.",https://www.jewishoceancounty.org/jewish-family-and-childrens-service,7323638010,https://www.jewishoceancounty.org/jewish-family-and-childrens-service,"1235A Rt. 70, Lakewood, NJ 08701",Make a donation to JFCS.
"Jewish Family Service of Somerset, Hunterdon, and Warren Counties","Jewish Family Service (JFS) of Somerset, Hunterdon, and Warren Counties is a non-sectarian social service agency located at 150-A West High Street, Somerville, NJ 08876. They offer various programs and services aimed at supporting individuals and families through life's challenges, including mental health services, community resource guidance, emergency assistance, and programs for seniors and special needs. The agency is open to all community members regardless of background.

For further information or to request counseling services, you can contact them at 908.725.7799 or via email at admin@JewishFamilySvc.org. Their hours of operation are not explicitly listed on the website, so it is recommended to reach out directly for specific hours. JFS actively encourages volunteer support and donations to sustain their programs.",https://jewishfamilysvc.org/,9087257799,https://jewishfamilysvc.org/,"150-A West High Street, Somerville, NJ 08876",Contact their office for a confidential conversation if you need assistance.
"Jia Cheng, MD","Dr. Jia Cheng, a neurologist, is located at Atlantic Medical Group Movement Disorders in Manalapan, NJ, at 21 US Highway 9 South, Manalapan, NJ 07726. The contact number for appointments is 732-358-6770. The practice is accepting new patients, and inquiries about insurance coverage should be directed to the office to confirm acceptance of specific health plans. Dr. Cheng has a high overall rating of 4.9 based on patient reviews.",https://www.atlantichealth.org/find-a-doctor/jia-cheng-1891080941,,,"21 US Highway 9 South, Manalapan, NJ 07726",Call 732-637-6316 to confirm your insurance options with Dr. Jia Cheng's practice.
JOIâ€™S ANGELS,"Joi's Angels is located at 114 South Arlington Avenue, East Orange, NJ 07018. You can contact them at (973) 395-4348 or via email at joisangels@gmail.com. The website encourages visitors to connect for inquiries and offers an email subscription for updates. No specific hours of operation are listed.",https://www.joisangels.com/contact,9733954348,https://www.joisangels.com/contact,"114 South Arlington Avenue, East Orange, NJ 07018",Call (973) 395-4348 to ask any questions you have.
Johnson Library,"Johnson Public Library, located at 274 Main Street, Hackensack, NJ, operates Monday to Thursday from 9 AM to 9 PM, Friday and Saturday from 9 AM to 5 PM, and is closed on Sunday. The library offers a range of services including borrowing books and media, computer classes, and various programs for adults, teens, and children. Notably, the library is fine-free for all materials. Visitors can access metered parking on Main Street and are encouraged to use the ParkMobile App for convenience.",https://www.johnsonlib.org/,2013434169,https://www.johnsonlib.org/,"274 Main Street, Hackensack, NJ 07601",Become a Member.
"JOCELYN S GERGES, MD","Dr. Jocelyn Gerges is an Internal Medicine physician located at 901 West Main Street, Building B, Suite 305B, Freehold, NJ 07728. The practice can be contacted at 732-462-0100. The office hours are not specified but you can call for appointment scheduling and insurance confirmation. Dr. Gerges is affiliated with CentraState Medical Center and is accepting new patients.",https://www.atlantichealth.org/find-a-doctor/jocelyn-gerges-1821416538,7324620100,https://www.atlantichealth.org/find-a-doctor/jocelyn-gerges-1821416538,"901 West Main Street, Building B, Suite 305B, Freehold, NJ 07728",Call 732-462-0100 to schedule an appointment with Dr. Jocelyn Gerges.
Joseph House,"Joseph's House of Camden is a low-barrier homeless shelter located at 555 Atlantic Avenue, Camden, NJ, 08104. The shelter focuses on holistically supporting and empowering individuals experiencing homelessness to achieve stability in their lives. Their approach includes providing a safe environment, hospitality, patience, empathy, respect, and stewardship. There are no specific hours mentioned, but the organization encourages community involvement through donations and volunteering.",https://www.jhoc.org/,8562461087,https://www.jhoc.org/contact,"555 Atlantic Avenue, Camden, NJ, 08104, United States",Donate now.
Joy Community Fellowship,"Joy Community Fellowship is located at 309 Florence Ave, Pitman, NJ 08071. The church holds Sunday morning worship services at 10:00 AM. They offer various ministries including Sunday School, youth programs, and a Compassion Food Pantry. For any inquiries, you can contact them at 856-582-4404 or via email at info@joycf.org.",https://www.joycf.org/,8565824404,https://www.joycf.org/,"309 Florence Ave, Pitman NJ 08071",Attend the Sunday morning worship at 10am.
Kareboost Health,"Keraboost Tablet, containing D-Biotin, N-Acetyl-L-Cysteine, vitamins, and minerals, is a nutritional supplement aimed at reducing hair fall and promoting hair growth. It is suitable for all hair types and requires users to take one tablet daily after a meal. The product is available in strips of 10 tablets for ₹218. 

It is recommended to store the tablets in a cool, dry place, away from sunlight, and out of children's reach. The product comes from Glowderma Labs Pvt Ltd and is distributed by Tata 1mg, offering free home delivery in over 1800 cities across India. The tablet's effects may take up to 12 weeks of consistent use to be noticeable. 

For any inquiries or issues, contact Tata 1mg via their customer service.",https://www.1mg.com/otc/keraboost-tablet-with-d-biotin-n-acetyl-l-cysteine-vitamins-minerals-otc324613?srsltid=AfmBOoo3eU0mDpE2vds3X8bvv9KhtUs_KMw4jMQscOhw0ZHEQisAWP7u,,,"Nahan Road Village Moginand Kala-Amb Dist. Sirmour, HP-173030",Add the Keraboost Tablet to your cart and proceed to checkout.
Just Believe,,,,,,
karen Ann Quinlan Hospice,"Karen Ann Quinlan Hospice provides hospice care in North and Northwest New Jersey and the Pike County area of Pennsylvania. They offer a range of services including in-home hospice care, facilities for patients who can no longer stay at home, bereavement support, and palliative care. Their facilities operate 24 hours a day and accept patients regardless of their ability to pay, being Medicare and Medicaid approved. They honor veterans and focus on individualized patient care. The organization welcomes volunteers and donations to support its mission. For further details, they can be contacted at 800-882-1117.",https://karenannquinlanhospice.org/,9733830115,https://karenannquinlanhospice.org/contact/,,Make a donation to support hospice care.
Joy community fellowship church,"Joy Community Fellowship is located at 309 Florence Ave, Pitman, NJ 08071. They hold Sunday morning worship services at 10:00 AM. The church provides a variety of ministries, including Sunday School, Life Groups, and a Compassion Food Pantry. Members can participate in various events throughout the year, including church luncheons and member meetings. For more information, you can contact them at 856-582-4404 or via email at assistant@joycf.org.",https://www.joycf.org/,8565824404,https://www.joycf.org/,"309 Florence Ave, Pitman NJ 08071",Attend the next Worship Gathering on June 15th at 10:00am.
"Kathleen Stengel, MS",,,2153228860,https://www.sharecare.com/doctor/kathleen-stengel-gwm62,,
"KENNETH ENG, DO",,,,,,
Keansburg Housing Authority,"The Keansburg Housing Authority is located at 1 Church Street, Keansburg, NJ 07734. Their office can be reached at 732-787-6151. The Housing Authority's mission is to provide affordable, decent, safe, and sanitary housing, promoting self-sufficiency and a dignified living environment for residents. 

Currently, the Section 8 Housing Choice Voucher (HCV) Waiting List is closed, but applications for the Section 8 Project Based Voucher (PBV) waiting list at Granville Towers are being accepted. Eligibility criteria specify that the head of household or spouse must be 62 or older or disabled, with income limits of $47,900 for one person and $54,750 for two.

Additionally, an upcoming hybrid public hearing and board meeting is scheduled for July 09, 2025, at 7:00 PM EST, in person at Granville Towers Community Room and virtually via Zoom.

The Housing Authority offers online portals for applicants and families to manage their applications, check waiting list status, and communicate securely.",https://keansburgha.org/,7327876151,https://keansburgha.org/about-us/contact.html,"1 Church Street, Keansburg, NJ 07734",Check your current waiting list status using the Waiting List Status Portal.
Kennedy Fitness,"Kennedy Fitness: A Jefferson Health Affiliate is located in Mullica Hill, NJ. The facility offers a range of fitness services and programs. The operating hours typically include early morning to late evening, but specific times may vary, so checking their schedule is recommended. Membership requirements may apply for access to fitness classes and equipment. For the most accurate details, visiting their official website or contacting them directly is advisable.",https://www.facebook.com/KFmullicahill/,8564780060,https://www.yelp.com/biz/kennedy-fitness-mullica-hill-mullica-hill,"Kennedy Fitness: A Jefferson Health Affiliate, Mullica Hill, NJ",Visit the Kennedy Fitness website to learn about membership options and classes available.
Kennedy Fitness Club (Mullica Hill),"Kennedy Fitness: A Jefferson Health Affiliate is located in Mullica Hill, NJ. The facility offers various fitness programs and services to help individuals achieve their health goals. The hours of operation typically include early morning and evening times to accommodate diverse schedules. Membership or a pass may be required to access the gym and participate in classes or programs. For specific details on hours and membership requirements, it's best to visit their website or contact them directly.",https://www.facebook.com/KFmullicahill/,,https://www.facebook.com/KFmullicahill/,"Kennedy Fitness: A Jefferson Health Affiliate, Mullica Hill, NJ",Visit the Kennedy Fitness website to explore membership options and schedule a tour of the facilities.
Khan Academy,"Khan Academy is an online educational platform that offers free resources for students, covering a wide range of subjects including math, science, economics, history, and more. It provides instructional videos, practice exercises, and a personalized learning dashboard. The platform is accessible globally, allowing users to learn at their own pace. There are no specific requirements to use Khan Academy, making it open to anyone looking to enhance their knowledge and skills. Since it is a web-based resource, it is available 24/7.",https://www.khanacademy.org/regions/united-states/new-jersey,9084366011,https://www.epsnj.org/site/default.aspx?PageType=3&ModuleInstanceID=7621&ViewID=5C8B25C6-C8F8-4BD5-923B-8A7C70A93DDA&RenderLoc=0&FlexDataID=31642&PageID=3459,"1150 D. Street, Redwood City, CA 94063",Start a free account on Khan Academy to access educational content.
"Khaula Khalid, DO",,,,,,
Kinship Navigator Program,"The Kinship Navigator Program in New Jersey assists caregivers raising children related to them, such as grandchildren or nieces/nephews. The program offers information, referrals, financial assistance, and legal services to help these caregivers. Services include case management, short-term financial support for children's needs, navigation of community resources, and legal support for guardianship. Caregivers can access assistance by calling 211. 

The program operates through local kinship agencies serving different counties: 
- CarePlus (Bergen, Hudson, Morris, Passaic, Sussex, Warren) - (201) 398-9110 ext. 5645
- The Salvation Army (Essex County) - call 211 for inquiries
- Children’s Home Society (Mercer, Middlesex, Monmouth, Ocean, Somerset, Hunterdon, Union) - 1-800-396-4518
- Center for Family Services (Atlantic, Burlington, Camden, Cape May, Cumberland, Gloucester, Salem) - 1-877-569-0350

There are no specific hours mentioned, but caregivers should reach out to the agencies directly for assistance. Eligibility may require caregivers to have been caring for the child for at least one year for legal guardianship.",https://www.nj.gov/dcf/families/support/kinship/,18554636323,https://www.nj.gov/dcf/families/support/kinship/,"P.O. Box 729, Trenton, NJ 08625-0729",Call 211 to get help and be referred to a local Kinship agency.
KROC Human Resource Mgr,,,8563796900,https://easternusa.salvationarmy.org/camden-kroc/meet-the-team-1/,,
Lab corp,"Labcorp has various locations across New Jersey, where they provide laboratory testing services including routine lab work, employment drug testing, and COVID-19 testing. Hours of operation may vary by location, and patients can walk in or schedule appointments depending on the service needed. It is recommended for patients to check the specific requirements for their type of test prior to visiting, including what to bring and any necessary preparations. For detailed information on locations and hours, patients can search by entering their address or zip code on the Labcorp website.",https://locations.labcorp.com/nj/,9085262400,https://www.labcorp.com/taxonomy/term/56,"""""",Visit the Labcorp website to find a lab location near you for COVID-19 antibody testing.
Lab Corp (Turnersville),"Labcorp is located at 151 Fries Mill Rd, Ste 205-206, Turnersville, NJ 08012. They offer laboratory testing, drug testing, and routine lab work. General hours of operation are not specified, but they welcome walk-ins and encourage appointments. Patients are advised to check with their healthcare provider about any necessary preparations for tests. Various tests, including pediatric collections, H pylori breath tests, and health tests for men and women are available. For additional details, you can reach them at +1 856-401-1290.",https://locations.labcorp.com/nj/turnersville/19890/,8564011290,https://locations.labcorp.com/nj/turnersville/19890/,"151 Fries Mill Rd, Ste 205-206, Turnersville, NJ 08012",Make an appointment for laboratory testing at Labcorp in Turnersville.
Lab Corp Sewell,"Labcorp offers laboratory testing services at their location in Sewell, NJ. The address is 100 Kings Way E, Ste B3, Sewell, NJ 08080. They accept walk-ins, but appointments are encouraged. Specific services include routine lab work, pediatric collections, drug testing, and specialized tests such as COVID-19 antibody tests and health screenings. General inquiries can be made at +1 856-582-9469. Labcorp utilizes a patient portal for test results, and patients may need to prepare for certain tests, including fasting.",https://locations.labcorp.com/nj/sewell/2783/,8565829469,https://locations.labcorp.com/nj/sewell/2783/,"100 Kings Way E, Ste B3, Sewell, NJ 08080",Make an appointment for laboratory testing at your nearest Labcorp location.
Lab Corp. (Swedesboro),"Labcorp is located at 300 Lexington Rd, Ste 240, Swedesboro, NJ 08085. They offer laboratory testing services including routine lab work, pediatric collections, hair collection, saliva alcohol testing, and employee wellness measures. Appointment scheduling is encouraged, but walk-ins are also welcome. Specific hours were not mentioned, but patients can check for their convenience. It is advised to prepare for certain tests as instructed by healthcare providers, which may include fasting or avoiding specific medications. Test results can be accessed via the Labcorp Patient Portal. For more information or to make an appointment, you can contact them at +1 856-975-6512.",https://locations.labcorp.com/nj/swedesboro/27972/,8569756512,https://locations.labcorp.com/nj/swedesboro/27972/,"300 Lexington Rd, Ste 240, Swedesboro, NJ 08085",Make an appointment for laboratory testing at Labcorp in Swedesboro.
Ladder Project - Greater Bergen Community Action,,,2013510734,https://www.drugrehabhackensack.com/drug-rehab/NJ/Hackensack/Greater-Bergen-Community-Action.htm,,
Lafayette Federated Church,,,,,,
Lakewood Resource & Referral Service,"The Lakewood Resource and Referral Center (LRRC) provides guidance, assistance, and advocacy for individuals facing challenges with health insurance, budgeting, and government benefits. Located at 212 Second Street, Suite 204, Lakewood, NJ 08701, LRRC offers both phone and walk-in services. 

Phone case workers are available by appointment only, and appointments can be scheduled through an online system or by calling (732) 523-1789. The main phone number is (732) 942-9292. Walk-in hours are available on the following schedule:
- Monday: 9:15 am - 12 noon, 1 pm - 4 pm
- Tuesday: 9:15 am - 12 noon, 1 pm - 4 pm
- Wednesday: 9:15 am - 12 noon, 1:30 pm - 4 pm
- Friday: 9:15 am - 12 noon

No appointment is necessary for quick in-person inquiries during walk-in hours.",https://www.lrrcenter.org/public/,7329429292,https://www.lrrcenter.org/public/contact_us/info,"212 Second Street, Suite 204, Lakewood, NJ 08701",Schedule an appointment with a case worker using the online appointment scheduler.
Latoya Wilson,,,,,,
LavaLove Mobile Showers,"LavaLove is located in Morris Plains, NJ. It operates with specific hours, which should be checked directly on their website for the most accurate information. Customers may need to meet certain requirements or guidelines, which will also be detailed on their site.",https://www.facebook.com/lavalovenj/,"""""",https://www.facebook.com/lavalovenj/,"Morris Plains, NJ",Visit the LavaLove website to explore their offerings and schedule a visit.
Lambertville Free Public Library,"The Lambertville Free Public Library, located at 6 Lilly Street, Lambertville, NJ 08350, is temporarily closed for renovations. During this closure, a pop-up library is available at City Hall, 18 York Street. Temporary hours for the pop-up library are Monday from 10 AM to 4:30 PM, Tuesday to Thursday from 10 AM to 7:30 PM, Friday from 10 AM to 4:30 PM, and Saturday from 10 AM to 3 PM. 

The library offers a limited selection of books and magazines for checkout, as well as e-books and audiobooks through Hoopla and CloudLibrary, and has several computers available for public use. Notably, they are currently not accepting book donations. Further inquiries can be made by calling (609) 397-0275 or emailing staff@lambertvillelibrary.org. The main library is expected to reopen in early June 2025.",https://lambertvillelibrary.org/,6093970275,https://lambertvillelibrary.org/,"6 Lilly Street, Lambertville, NJ 08350",Visit the pop-up library at City Hall to check out available books and resources.
League of Women Voters,"The League of Women Voters of New Jersey is located at 204 West State Street, Trenton, NJ 08608. They focus on empowering voters and defending democracy, offering resources and programs related to voting rights, education, environment, women's issues, family, and immigration. To engage, individuals can participate in various actions such as contacting state legislators, joining committees, or training programs. Although specific hours are not listed, visitors may contact the organization for more information. Signing up for email updates is available to stay informed on legislative actions and events.",https://www.lwvnj.org/,6093943303,https://www.lwvnj.org/footer/contact-us,"204 West State Street, Trenton, NJ 08608",Contact your state legislators.
"Lawrence D Davanzo, DO","Brunswick Pulmonary & Sleep Medicine, led by Dr. Lawrence Davanzo, provides treatment for sleep disorders, respiratory diseases, asthma, and allergies. The office is located at 49 Veronica Ave Ste 105, Somerset, NJ 08873. It is open Monday from 9:00 AM to 6:00 PM, Tuesday and Thursday from 9:00 AM to 5:00 PM, and Wednesday from 9:00 AM to 6:30 PM. The office is closed on Saturday and Sunday. Patients seeking care may need to fill out specific patient forms prior to their appointment. For further assistance, they can contact the office at 732-246-3066.",https://drdavanzo.com/,7322463066,https://drdavanzo.com/contact/,"49 Veronica Ave Ste 105, Somerset, NJ 08873",Schedule your appointment today.
Lazarus House,"Lazarus House Ministries is an ecumenical food pantry located at Burke and Pacific Avenues, Wildwood, New Jersey 08260. The pantry operates on Mondays, Wednesdays, and Fridays from 10:00 AM to 12:00 Noon. It provides emergency food assistance to families in need throughout Cape May County and welcomes all individuals requiring support. For assistance, contact them at 609-522-1500.",https://lazarushouseministries.org/,6095221500,https://lazarushouseministries.org/contact-us/,"Burke & Pacific Avenues, Wildwood, New Jersey 08260",Visit Lazarus House during pantry hours to receive food assistance.
Learning resource Center of Southern NJ,"The Learning Resource Center-South (LRC-South) is located at Rowan University, specifically at James Hall Room 1140, 445 North Campus Drive, Glassboro, NJ 08028. It provides support for educational professionals and all learners, offering a lending library, production center, and various professional learning opportunities. 

Hours of operation are as follows:
- **Summer 2025**: Monday - Thursday 9:00 am - 4:00 pm, Friday 9:00 am - 3:00 pm (starting June 2).
- **2025-2026 Academic Year**: Monday - Wednesday 9:00 am - 4:30 pm, Thursday 9:00 am - 6:30 pm, Friday 9:00 am - 4:00 pm (starting September 2). 
Closed on select holidays.

Membership is free and grants access to all services, including the resource library and production center.",https://education.rowan.edu/lrcsouth/,8562564704,https://education.rowan.edu/lrcsouth/,"James Hall Rm 1140, 445 North Campus Drive, Glassboro, NJ 08028",Join LRC-South today to gain access to their resources and services.
Legal Aid Now,,,,,,
Legal aid service,,,,,,
Legacy Treatment center,"Legacy Treatment Services offers mental and behavioral health services across multiple locations in New Jersey, including outpatient services in Berlin, Hainesport, Mount Holly, Northfield, Mannington, and Pennington. They operate various programs, such as outpatient addiction treatment, mental health services, crisis intervention, and support for individuals with developmental disabilities. The main office is located in Monmouth Junction, NJ.

Their facilities provide services to children, youth, and adults, focusing on evidence-based practices and trauma-informed care. The programs are accessible through outpatient services, an integrated care clinic, and telehealth options. 

To seek services or schedule an appointment, individuals can call their access department at 800-433-7365. Specific operational hours are not mentioned, so it’s advisable to contact them directly to confirm details.",https://www.legacytreatment.org/,8004337365,https://www.legacytreatment.org/,"Monmouth Junction, NJ 08852",Call the Access Department at 800-433-7365 for immediate availability of outpatient services.
"Lesbian & Gay Community Services Center, Inc.",,,,,,
Legal Services for Immigration,"The New Jersey Youth Resource Spot offers comprehensive immigration resources aimed at helping individuals navigate the U.S. immigration system. Key information includes details on visa types, eligibility requirements for family-based immigration, asylum and refugee processes, and naturalization for those seeking U.S. citizenship. The site also provides access to statewide support resources, including legal assistance through organizations like Legal Services of New Jersey and specialized clinics.

Location: The resource is available online at the New Jersey Youth Resource Spot website.

Hours: The online resource is accessible 24/7.

Requirements: Users may need to provide documentation relevant to their immigration status and specific needs. Legal services may have varying accessibility based on income levels and specific circumstances.",https://www.nj.gov/njyrs/legal/immigration/,9736431924,https://www.immigrationadvocates.org/nonprofit/legaldirectory/search?state=NJ,"Department of Children and Families  
P.O. Box 729  
Trenton, NJ 08625-0729  ",Visit the United States Citizenship and Immigration Services (USCIS) website to learn about the specific documentation and forms required for your visa application.
Leila Care Ride,"Layla Transportation & Trading is located at 2 Lakeview Ave, Ste 305, Piscataway, NJ 08854. The business has a phone number of (732) 424-1455. The business is currently unclaimed with a rating of 5.0 based on one review. Hours of operation are not specified in the provided information. There are no specific requirements mentioned for customers.",https://www.yelp.com/biz/layla-transportation-and-trading-piscataway,,,"2 Lakeview Ave Ste 305 Piscataway, NJ 08854",Write a review.
Legal Services of Northwest Jersey,"Legal Services of Northwest Jersey provides free legal assistance to eligible individuals in Hunterdon, Morris, Somerset, Sussex, and Warren counties, focusing on families' essential needs such as income, housing, healthcare, and safety. The organization operates without discrimination and emphasizes equal access to justice for those who cannot afford an attorney. Specific legal services offered include Autonomy Law, Consumer Law, Family Law, Housing Law, and Public Entitlements. While the website does not list specific hours, interested individuals can apply for help online. Contributions to support the service are welcome but are strictly voluntary for clients.",https://www.lsnwj.org/,,https://www.lsnwj.org/,,Apply Now for Legal Help
License Restoration Program (Greater Paterson Opportunities),,,,,,
LGBTQI Resources,"The New Jersey Department of Children and Families (DCF) provides a comprehensive directory of LGBTQIA+ resources aimed at supporting the community. Key organizations include the Babs Siperstein PROUD Center in Somerset County, offering specialized healthcare; the Bayard Rustin Center for Social Justice in Princeton for advocacy; and the Pride Center of New Jersey, which hosts various social and educational events. Other resources cover mental health support, community advocacy, and legal assistance such as Lambda Legal.

The services are primarily available to the LGBTQIA+ community and their allies, with a focus on health, safety, education, and advocacy. Specific resources cater to youth, families, and anyone seeking support related to LGBTQIA+ issues.

Location details vary by organization, with many based in New Jersey. Hours of operation are also dependent on the specific resource, so it is recommended to contact individual organizations for precise details. Most services are accessible without formal requirements, ensuring inclusivity and support for those in need. 

For more information or specific inquiries, you can reach the DCF at P.O. Box 729, Trenton, NJ 08625-0729, or by phone at 1-855-INFO-DCF (1-855-463-6323).",https://www.nj.gov/dcf/adolescent/lgbtqi/,,https://www.co.burlington.nj.us/DocumentCenter/View/13520/LBGTQ-Resource-List-PDF,"P.O. Box 729, Trenton, NJ 08625-0729","Visit the Garden State Equality website to learn more about advocacy, policy work, and training opportunities for the LGBTQIA+ community in New Jersey."
Life Church,"Life Church is located at 2245 US-130, Dayton, NJ. They hold Sunday services at 9:30 AM and 11:30 AM. The church encourages community engagement through various groups and activities aimed at fostering a journey of faith and connection. For more information or to get involved, visit their website or download the church app.",https://www.njlifechurch.com/,,https://www.njlifechurch.com/,"2245 US-130, Dayton, NJ",Download the church app.
Life Church Emergency Food Pantry,"**Life Church Emergency Food Pantry Summary**

- **Location:** 1509 North Main Street, Williamstown, NJ 08094
- **Hours:** 
  - Tomorrow: 2:00 PM - 3:00 PM
  - 1st Saturday of every month: 10:30 AM - 11:30 AM
  - 2nd Wednesday of every month: 2:00 PM - 3:00 PM
- **Requirements:** Drive-thru only; no appointment or pre-registration needed. 
- **Offerings:** Free groceries including canned food, fresh produce, and dry goods. 
- **Contact:** (856) 629-4680

For detailed information, please check their Facebook page.",https://www.foodhelpline.org/directory/resources/cleizvcok0004mp0foo6g4j5h,8566294680,https://www.foodhelpline.org/directory/resources/cleizvcok0004mp0foo6g4j5h,"1509 North Main Street, Williamstown, NJ 08094",Visit Life Church Emergency Food Pantry tomorrow at 2:00 PM to receive free groceries.
Light Rail Ministries,"NJ TRANSIT provides public transportation services including buses, trains, and light rail across New Jersey and into New York and Philadelphia. There are several accessible station locations, such as Hoboken Terminal and Newark Penn Station. The service operates various programs including student discounts, bulk ticket sales, and commuter benefits. Operating hours depend on specific routes and services. 

To use the NJ TRANSIT services, passengers may need to purchase tickets online, via mobile app, or at stations. Consideration for alternate travel plans is encouraged in case of service disruptions. The agency also has resources for lost items and customer feedback mechanisms. The new Lyndhurst Station is fully ADA-accessible, featuring modern facilities. For travel plans, alerts and schedule information can be found on their website.",https://www.njtransit.com/,18888477658,https://www.njtransit.com/,"""""",Plan your trip using the NJ TRANSIT website.
Liquid Church,"Liquid Church is a non-denominational Christian church located in various locations across New Jersey, including Parsippany, Princeton, Parlin, Wayne, Somerville, Garwood, and Mountainside. Services are held in English and Spanish, with English service times varying by location: 

- Parsippany: 8:30AM, 10:30AM, 12:30PM 
- Princeton: 9:30AM, 11:30AM 
- Parlin: 9:30AM, 11:30AM 
- Wayne: 8:45AM, 10:30AM 
- Somerville: 9:30AM, 11:30AM 
- Garwood: 9:30AM, 11:30AM 
- Mountainside: 9:30AM, 11:30AM 

There is no dress code or fancy requirements to visit; anyone is welcome. Liquid Church promotes involvement through various community outreach programs and encourages families to participate in activities designed for all age groups, from children to young adults.",https://www.liquidchurch.com/,9738798655,https://www.liquidchurch.com/contact-us,"299 Webro Rd, Parsippany, NJ 07054",Plan a Visit
Literacy Volunteers of Morris County (LVMC),"Literacy Volunteers of Morris County offers free instruction to adults seeking to improve their reading, writing, or English speaking skills. The program is located at 16 Elm St, 1st Floor, Morristown, NJ 07960. Their office hours are Monday, Wednesday, and Thursday from 9:00 AM to 2:00 PM, and Tuesday from 9:00 AM to 6:30 PM. The office is closed on Fridays. The program is free for foreign-born adults over 18 who live or work in Morris County. Volunteers also receive free training. The organization is a non-profit and all donations are tax-deductible.",https://www.lvmorris.org/,9739841998,https://www.lvmorris.org/contact-us/,"16 Elm St, 1st Floor, Morristown, NJ 07960",Become a Volunteer
Literacy Volunteers of Somerset County,"Literacy Volunteers of Somerset County (LVSC) is located in Somerset County and has been changing lives through literacy since 1981. They provide free tutoring and literacy programs to adults struggling with English literacy. The organization encourages community involvement through volunteer tutoring, with training provided for those interested in becoming tutors. There are also opportunities to participate in events such as ""Golf Fore Literacy."" For those seeking assistance, there is a pathway to become a student and receive help with reading, writing, and speaking English. LVSC operates as a 501(c)(3) nonprofit organization and accepts donations to support their services. Specific hours of operation are not mentioned on the website.",https://www.literacysomerset.org/,,https://www.literacysomerset.org/,"``` 
```",Become an ESL tutor by signing up for training.
